,id,listing_url,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,BezirkeNbr,Zip
7641,27352955,https://www.airbnb.com/rooms/27352955,Simmering,48.1789,16.42239,Entire home/apt,5,2.0,5.0,80.0,0,2,100.0,f,moderate,0.13,11.,1110 Wien
7642,27355072,https://www.airbnb.com/rooms/27355072,Brigittenau,48.2296,16.3749,Entire home/apt,3,1.0,1.0,70.0,0,9,100.0,t,flexible,0.57,20.,1200 Wien
7643,27359318,https://www.airbnb.com/rooms/27359318,Leopoldstadt,48.218779999999995,16.404420000000002,Entire home/apt,4,2.0,2.0,47.0,0,3,100.0,t,flexible,0.19,2.,1020 Wien
7644,27360195,https://www.airbnb.com/rooms/27360195,Donaustadt,48.22356,16.50044,Private room,2,1.0,2.0,18.0,4,34,87.0,t,flexible,2.41,22.,1220 Wien
7645,27362345,https://www.airbnb.com/rooms/27362345,Donaustadt,48.24015,16.5453,Entire home/apt,6,2.0,6.0,96.0,30,2,90.0,f,strict_14_with_grace_period,0.17,22.,1220 Wien
7646,27362517,https://www.airbnb.com/rooms/27362517,Meidling,48.185359999999996,16.340329999999998,Private room,2,1.0,2.0,34.0,0,6,97.0,t,moderate,0.38,12.,1120 Wien
7647,27362691,https://www.airbnb.com/rooms/27362691,Neubau,48.20399999999999,16.33885,Entire home/apt,2,1.0,1.0,65.0,0,1,100.0,f,flexible,0.07,7.,1070 Wien
7648,27363290,https://www.airbnb.com/rooms/27363290,Donaustadt,48.24142,16.546789999999998,Entire home/apt,6,2.0,6.0,68.0,27,1,100.0,f,strict_14_with_grace_period,0.09,22.,1220 Wien
7649,27364987,https://www.airbnb.com/rooms/27364987,Döbling,48.239540000000005,16.354879999999998,Private room,2,1.0,1.0,25.0,0,19,89.0,t,flexible,1.2,19.,1190 Wien
7650,27369591,https://www.airbnb.com/rooms/27369591,Ottakring,48.20462,16.334989999999998,Private room,3,1.0,2.0,55.0,12,72,89.0,t,strict_14_with_grace_period,4.64,16.,1160 Wien
7651,27383101,https://www.airbnb.com/rooms/27383101,Innere Stadt,48.207229999999996,16.37311,Entire home/apt,2,1.0,1.0,145.0,0,8,100.0,f,moderate,0.55,1.,1010 Wien
7652,27383797,https://www.airbnb.com/rooms/27383797,Innere Stadt,48.20622,16.37481,Entire home/apt,4,2.0,2.0,115.0,1,115,96.0,t,flexible,8.0,1.,1010 Wien
7653,27396659,https://www.airbnb.com/rooms/27396659,Neubau,48.20365,16.35513,Entire home/apt,2,1.0,1.0,50.0,0,3,93.0,t,flexible,0.21,7.,1070 Wien
7654,27414697,https://www.airbnb.com/rooms/27414697,Margareten,48.18274,16.36187,Private room,2,1.0,1.0,28.0,0,1,60.0,f,flexible,0.07,5.,1050 Wien
7659,27419668,https://www.airbnb.com/rooms/27419668,Leopoldstadt,48.2223,16.386429999999997,Entire home/apt,2,1.0,2.0,75.0,0,1,100.0,t,moderate,0.14,2.,1020 Wien
7660,27419862,https://www.airbnb.com/rooms/27419862,Mariahilf,48.19154,16.348979999999997,Entire home/apt,4,1.0,2.0,70.0,5,26,92.0,f,flexible,1.65,6.,1060 Wien
7661,27431086,https://www.airbnb.com/rooms/27431086,Ottakring,48.2139,16.335160000000002,Private room,2,1.0,1.0,32.0,0,5,96.0,f,flexible,0.32,16.,1160 Wien
7663,27449569,https://www.airbnb.com/rooms/27449569,Josefstadt,48.21203,16.34275,Entire home/apt,5,1.0,1.0,75.0,0,8,95.0,t,moderate,0.53,8.,1080 Wien
7664,27453350,https://www.airbnb.com/rooms/27453350,Döbling,48.24456,16.36199,Entire home/apt,5,2.0,4.0,49.0,0,10,89.0,t,flexible,0.63,19.,1190 Wien
7665,27454686,https://www.airbnb.com/rooms/27454686,Wieden,48.19766,16.37436,Entire home/apt,3,2.0,2.0,150.0,12,57,98.0,f,strict_14_with_grace_period,4.15,4.,1040 Wien
7666,27455038,https://www.airbnb.com/rooms/27455038,Innere Stadt,48.20968,16.37675,Entire home/apt,2,1.0,1.0,100.0,0,26,95.0,f,moderate,1.7,1.,1010 Wien
7667,27461460,https://www.airbnb.com/rooms/27461460,Favoriten,48.17852,16.37805,Entire home/apt,9,3.0,4.0,79.0,9,31,95.0,f,strict_14_with_grace_period,2.09,10.,1100 Wien
7668,27461843,https://www.airbnb.com/rooms/27461843,Landstraße,48.19192,16.38531,Entire home/apt,3,1.0,1.0,50.0,0,3,100.0,f,moderate,0.54,3.,1030 Wien
7669,27461846,https://www.airbnb.com/rooms/27461846,Neubau,48.2037,16.34621,Entire home/apt,2,1.0,1.0,70.0,17,72,89.0,t,moderate,4.6,7.,1070 Wien
7670,27476530,https://www.airbnb.com/rooms/27476530,Landstraße,48.20499,16.387320000000003,Entire home/apt,7,2.0,6.0,150.0,11,39,90.0,t,strict_14_with_grace_period,2.64,3.,1030 Wien
7671,27478015,https://www.airbnb.com/rooms/27478015,Landstraße,48.20771,16.39247,Entire home/apt,4,2.0,2.0,110.0,11,63,98.0,t,strict_14_with_grace_period,4.29,3.,1030 Wien
7672,27484127,https://www.airbnb.com/rooms/27484127,Favoriten,48.17844,16.379179999999998,Private room,2,1.0,1.0,32.0,0,46,97.0,t,moderate,2.95,10.,1100 Wien
7673,27486248,https://www.airbnb.com/rooms/27486248,Favoriten,48.15421,16.39272,Private room,1,1.0,1.0,15.0,0,6,86.0,t,flexible,0.38,10.,1100 Wien
7674,27488491,https://www.airbnb.com/rooms/27488491,Döbling,48.26,16.36725,Private room,2,1.0,1.0,30.0,0,32,94.0,f,flexible,2.05,19.,1190 Wien
7675,27499684,https://www.airbnb.com/rooms/27499684,Mariahilf,48.19596,16.34208,Private room,1,1.0,1.0,36.0,1,4,100.0,f,flexible,0.27,6.,1060 Wien
7676,27500001,https://www.airbnb.com/rooms/27500001,Innere Stadt,48.20609,16.37151,Entire home/apt,4,1.0,1.0,120.0,21,1,100.0,f,moderate,0.06,1.,1010 Wien
7677,27505243,https://www.airbnb.com/rooms/27505243,Rudolfsheim-Fünfhaus,48.19036,16.33557,Private room,2,1.0,2.0,29.0,0,29,97.0,f,moderate,1.86,15.,1150 Wien
7678,27512502,https://www.airbnb.com/rooms/27512502,Donaustadt,48.21135,16.45574,Private room,1,1.0,1.0,15.0,18,64,95.0,t,moderate,4.07,22.,1220 Wien
7680,27517863,https://www.airbnb.com/rooms/27517863,Leopoldstadt,48.227509999999995,16.38767,Entire home/apt,6,2.0,3.0,60.0,16,40,91.0,t,flexible,2.79,2.,1020 Wien
7681,27521686,https://www.airbnb.com/rooms/27521686,Ottakring,48.22016,16.314629999999998,Entire home/apt,6,2.0,3.0,58.0,18,62,91.0,t,strict_14_with_grace_period,4.03,16.,1160 Wien
7682,27522250,https://www.airbnb.com/rooms/27522250,Neubau,48.201159999999994,16.33884,Entire home/apt,3,1.0,2.0,79.0,0,12,98.0,f,flexible,0.8,7.,1070 Wien
7684,27524753,https://www.airbnb.com/rooms/27524753,Leopoldstadt,48.215309999999995,16.386670000000002,Private room,2,1.0,1.0,55.0,0,10,90.0,f,moderate,0.77,2.,1020 Wien
7685,27525753,https://www.airbnb.com/rooms/27525753,Innere Stadt,48.21086,16.380470000000003,Entire home/apt,6,3.0,3.0,200.0,22,24,95.0,t,strict_14_with_grace_period,1.54,1.,1010 Wien
7686,27533896,https://www.airbnb.com/rooms/27533896,Leopoldstadt,48.21945,16.388289999999998,Entire home/apt,4,1.0,2.0,54.0,6,11,95.0,f,strict_14_with_grace_period,0.74,2.,1020 Wien
7687,27534277,https://www.airbnb.com/rooms/27534277,Brigittenau,48.23234,16.36478,Entire home/apt,2,1.0,1.0,55.0,0,13,100.0,f,strict_14_with_grace_period,0.94,20.,1200 Wien
7688,27538735,https://www.airbnb.com/rooms/27538735,Neubau,48.20434,16.35114,Entire home/apt,14,3.0,7.0,300.0,12,44,88.0,t,flexible,2.93,7.,1070 Wien
7689,27539022,https://www.airbnb.com/rooms/27539022,Neubau,48.20417,16.35166,Entire home/apt,4,1.0,2.0,75.0,7,4,85.0,t,flexible,0.28,7.,1070 Wien
7690,27539439,https://www.airbnb.com/rooms/27539439,Landstraße,48.19531,16.40979,Private room,2,1.0,2.0,30.0,21,49,97.0,f,strict_14_with_grace_period,3.2,3.,1030 Wien
7691,27539792,https://www.airbnb.com/rooms/27539792,Donaustadt,48.2492,16.441689999999998,Private room,2,1.0,1.0,35.0,0,10,88.0,t,strict_14_with_grace_period,0.64,22.,1220 Wien
7692,27540942,https://www.airbnb.com/rooms/27540942,Margareten,48.18312,16.35001,Private room,2,1.0,1.0,22.0,0,95,93.0,f,moderate,6.06,5.,1050 Wien
7693,27541770,https://www.airbnb.com/rooms/27541770,Neubau,48.20435,16.35095,Entire home/apt,4,1.0,2.0,75.0,7,2,90.0,t,flexible,0.14,7.,1070 Wien
7694,27542178,https://www.airbnb.com/rooms/27542178,Neubau,48.20443,16.3514,Entire home/apt,4,1.0,2.0,78.0,6,9,89.0,t,flexible,0.62,7.,1070 Wien
7695,27545729,https://www.airbnb.com/rooms/27545729,Ottakring,48.212509999999995,16.32836,Private room,2,1.0,1.0,20.0,0,5,92.0,f,flexible,0.32,16.,1160 Wien
7697,27549738,https://www.airbnb.com/rooms/27549738,Währing,48.223279999999995,16.339979999999997,Private room,2,1.0,1.0,30.0,0,6,96.0,t,flexible,0.39,18.,1180 Wien
7698,27549920,https://www.airbnb.com/rooms/27549920,Penzing,48.1978,16.309079999999998,Entire home/apt,3,1.0,2.0,55.0,3,67,96.0,t,strict_14_with_grace_period,4.46,14.,1140 Wien
7699,27561349,https://www.airbnb.com/rooms/27561349,Neubau,48.19852,16.34805,Private room,2,1.0,1.0,30.0,0,19,99.0,f,moderate,1.21,7.,1070 Wien
7700,27563029,https://www.airbnb.com/rooms/27563029,Alsergrund,48.219879999999996,16.36328,Entire home/apt,4,1.0,1.0,42.0,0,38,99.0,t,strict_14_with_grace_period,2.45,9.,1090 Wien
7701,27563490,https://www.airbnb.com/rooms/27563490,Meidling,48.18023,16.3191,Private room,2,1.0,1.0,21.0,0,5,100.0,f,moderate,0.33,12.,1120 Wien
7702,27565868,https://www.airbnb.com/rooms/27565868,Wieden,48.18663,16.367820000000002,Entire home/apt,2,1.0,1.0,55.0,3,52,100.0,t,moderate,3.35,4.,1040 Wien
7703,27566011,https://www.airbnb.com/rooms/27566011,Leopoldstadt,48.22157,16.386770000000002,Entire home/apt,4,1.0,1.0,69.0,23,27,91.0,t,moderate,1.86,2.,1020 Wien
7707,27575341,https://www.airbnb.com/rooms/27575341,Landstraße,48.20409,16.3975,Entire home/apt,4,1.0,2.0,120.0,10,34,99.0,t,strict_14_with_grace_period,2.19,3.,1030 Wien
7708,27594991,https://www.airbnb.com/rooms/27594991,Währing,48.221709999999995,16.33744,Entire home/apt,4,1.0,1.0,50.0,11,1,100.0,f,strict_14_with_grace_period,1.0,18.,1180 Wien
7709,27597324,https://www.airbnb.com/rooms/27597324,Margareten,48.18215,16.35885,Private room,2,1.0,2.0,20.0,0,7,91.0,f,flexible,0.45,5.,1050 Wien
7710,27599746,https://www.airbnb.com/rooms/27599746,Alsergrund,48.216640000000005,16.34403,Private room,2,1.0,2.0,30.0,0,4,90.0,t,flexible,0.29,9.,1090 Wien
7711,27602752,https://www.airbnb.com/rooms/27602752,Landstraße,48.20196,16.39856,Entire home/apt,6,3.0,1.0,70.0,0,4,95.0,t,moderate,0.26,3.,1030 Wien
7713,27607917,https://www.airbnb.com/rooms/27607917,Wieden,48.19637,16.37528,Entire home/apt,4,1.0,2.0,105.0,0,18,97.0,t,flexible,1.2,4.,1040 Wien
7716,27641154,https://www.airbnb.com/rooms/27641154,Donaustadt,48.20986,16.45426,Private room,4,1.0,2.0,25.0,25,108,98.0,t,moderate,6.94,22.,1220 Wien
7717,27645231,https://www.airbnb.com/rooms/27645231,Hernals,48.21615,16.33014,Entire home/apt,4,1.0,2.0,37.0,4,23,78.0,f,flexible,1.53,17.,1170 Wien
7718,27653811,https://www.airbnb.com/rooms/27653811,Innere Stadt,48.21324,16.374129999999997,Entire home/apt,4,1.0,1.0,79.0,3,29,80.0,t,strict_14_with_grace_period,1.88,1.,1010 Wien
7719,27655122,https://www.airbnb.com/rooms/27655122,Leopoldstadt,48.214659999999995,16.388360000000002,Entire home/apt,4,1.0,2.0,120.0,8,4,100.0,f,moderate,0.27,2.,1020 Wien
7720,27656409,https://www.airbnb.com/rooms/27656409,Hernals,48.22063,16.33362,Entire home/apt,4,1.0,2.0,75.0,25,29,92.0,t,strict_14_with_grace_period,1.99,17.,1170 Wien
7722,27665054,https://www.airbnb.com/rooms/27665054,Brigittenau,48.23084,16.38015,Entire home/apt,2,1.0,1.0,70.0,0,14,95.0,f,moderate,0.96,20.,1200 Wien
7723,27666747,https://www.airbnb.com/rooms/27666747,Leopoldstadt,48.22445,16.40019,Entire home/apt,3,2.0,1.0,150.0,29,4,80.0,f,strict_14_with_grace_period,0.54,2.,1020 Wien
7724,27667398,https://www.airbnb.com/rooms/27667398,Hernals,48.221579999999996,16.33149,Private room,2,1.0,1.0,30.0,0,52,99.0,t,flexible,3.38,17.,1170 Wien
7725,27671104,https://www.airbnb.com/rooms/27671104,Leopoldstadt,48.22353,16.404320000000002,Entire home/apt,4,1.0,2.0,75.0,4,29,97.0,f,strict_14_with_grace_period,2.02,2.,1020 Wien
7727,27686837,https://www.airbnb.com/rooms/27686837,Rudolfsheim-Fünfhaus,48.19624,16.3275,Private room,2,1.0,1.0,40.0,7,67,97.0,t,strict_14_with_grace_period,4.35,15.,1150 Wien
7728,27687388,https://www.airbnb.com/rooms/27687388,Brigittenau,48.236979999999996,16.3856,Private room,4,1.0,3.0,28.0,2,48,97.0,t,flexible,3.14,20.,1200 Wien
7730,27688182,https://www.airbnb.com/rooms/27688182,Leopoldstadt,48.21898,16.37804,Entire home/apt,4,2.0,2.0,65.0,0,8,100.0,f,strict_14_with_grace_period,0.52,2.,1020 Wien
7734,27698069,https://www.airbnb.com/rooms/27698069,Ottakring,48.208529999999996,16.30704,Entire home/apt,4,1.0,2.0,60.0,20,8,95.0,t,strict_14_with_grace_period,0.52,16.,1160 Wien
7735,27700150,https://www.airbnb.com/rooms/27700150,Innere Stadt,48.21177,16.37953,Entire home/apt,6,3.0,3.0,230.0,27,13,95.0,f,strict_14_with_grace_period,0.85,1.,1010 Wien
7736,27700589,https://www.airbnb.com/rooms/27700589,Alsergrund,48.21867,16.36155,Entire home/apt,4,2.0,2.0,79.0,0,7,100.0,f,strict_14_with_grace_period,0.48,9.,1090 Wien
7737,27700853,https://www.airbnb.com/rooms/27700853,Meidling,48.17479,16.335379999999997,Entire home/apt,2,1.0,1.0,89.0,0,18,98.0,f,moderate,1.29,12.,1120 Wien
7738,27712697,https://www.airbnb.com/rooms/27712697,Rudolfsheim-Fünfhaus,48.193670000000004,16.3365,Shared room,1,1.0,4.0,100.0,23,41,91.0,t,flexible,3.01,15.,1150 Wien
7739,27713291,https://www.airbnb.com/rooms/27713291,Rudolfsheim-Fünfhaus,48.19554,16.33631,Private room,2,1.0,1.0,100.0,12,8,83.0,t,flexible,0.57,15.,1150 Wien
7740,27720937,https://www.airbnb.com/rooms/27720937,Margareten,48.18353,16.35761,Entire home/apt,2,1.0,1.0,60.0,1,49,95.0,f,moderate,3.73,5.,1050 Wien
7741,27722369,https://www.airbnb.com/rooms/27722369,Ottakring,48.21205,16.332160000000002,Entire home/apt,2,1.0,1.0,58.0,0,7,94.0,t,strict_14_with_grace_period,0.46,16.,1160 Wien
7742,27724019,https://www.airbnb.com/rooms/27724019,Hernals,48.21358,16.33931,Entire home/apt,6,2.0,4.0,39.0,14,99,84.0,t,flexible,6.47,17.,1170 Wien
7744,27737731,https://www.airbnb.com/rooms/27737731,Neubau,48.208059999999996,16.34046,Private room,2,1.0,1.0,25.0,0,8,100.0,f,flexible,0.87,7.,1070 Wien
7745,27738786,https://www.airbnb.com/rooms/27738786,Innere Stadt,48.210229999999996,16.38138,Entire home/apt,6,2.0,3.0,220.0,6,27,100.0,t,moderate,1.91,1.,1010 Wien
7746,27746470,https://www.airbnb.com/rooms/27746470,Rudolfsheim-Fünfhaus,48.19595,16.33621,Private room,2,1.0,2.0,100.0,9,3,87.0,t,flexible,0.24,15.,1150 Wien
7747,27748578,https://www.airbnb.com/rooms/27748578,Rudolfsheim-Fünfhaus,48.19915,16.32392,Private room,1,1.0,1.0,23.0,0,9,89.0,t,moderate,0.59,15.,1150 Wien
7748,27750118,https://www.airbnb.com/rooms/27750118,Landstraße,48.212740000000004,16.39135,Private room,2,1.0,1.0,30.0,0,1,60.0,f,flexible,0.07,3.,1030 Wien
7750,27755399,https://www.airbnb.com/rooms/27755399,Rudolfsheim-Fünfhaus,48.20397,16.329539999999998,Entire home/apt,6,2.0,3.0,130.0,0,61,99.0,f,moderate,3.98,15.,1150 Wien
7751,27763847,https://www.airbnb.com/rooms/27763847,Landstraße,48.19921,16.397679999999998,Entire home/apt,4,2.0,2.0,49.0,2,121,98.0,f,moderate,8.21,3.,1030 Wien
7752,27767634,https://www.airbnb.com/rooms/27767634,Innere Stadt,48.2157,16.37005,Entire home/apt,7,3.0,7.0,268.0,11,19,100.0,t,strict_14_with_grace_period,1.42,1.,1010 Wien
7753,27768435,https://www.airbnb.com/rooms/27768435,Mariahilf,48.19019,16.34354,Private room,2,1.0,1.0,41.0,5,54,90.0,t,flexible,3.65,6.,1060 Wien
7754,27768913,https://www.airbnb.com/rooms/27768913,Mariahilf,48.18967,16.34168,Private room,2,1.0,1.0,32.0,0,43,91.0,t,flexible,2.92,6.,1060 Wien
7755,27770541,https://www.airbnb.com/rooms/27770541,Landstraße,48.19355,16.38926,Entire home/apt,6,2.0,5.0,99.0,0,49,99.0,t,moderate,3.36,3.,1030 Wien
7756,27773556,https://www.airbnb.com/rooms/27773556,Leopoldstadt,48.22051,16.380979999999997,Entire home/apt,2,1.0,2.0,42.0,7,2,80.0,f,flexible,0.61,2.,1020 Wien
7757,27780239,https://www.airbnb.com/rooms/27780239,Alsergrund,48.22591,16.35674,Entire home/apt,4,1.0,1.0,55.0,9,68,97.0,t,moderate,4.47,9.,1090 Wien
7758,27781768,https://www.airbnb.com/rooms/27781768,Ottakring,48.211420000000004,16.33523,Private room,2,1.0,2.0,34.0,13,27,99.0,t,flexible,1.78,16.,1160 Wien
7759,27790793,https://www.airbnb.com/rooms/27790793,Meidling,48.17221,16.310229999999997,Entire home/apt,4,2.0,2.0,200.0,19,10,96.0,f,flexible,0.85,12.,1120 Wien
7760,27794096,https://www.airbnb.com/rooms/27794096,Rudolfsheim-Fünfhaus,48.18809,16.332,Entire home/apt,3,1.0,1.0,49.0,0,1,100.0,f,strict_14_with_grace_period,0.08,15.,1150 Wien
7761,27799742,https://www.airbnb.com/rooms/27799742,Rudolfsheim-Fünfhaus,48.20296,16.32955,Private room,2,1.0,1.0,45.0,10,16,94.0,f,moderate,2.03,15.,1150 Wien
7762,27801673,https://www.airbnb.com/rooms/27801673,Neubau,48.19978,16.3393,Entire home/apt,4,1.0,2.0,157.0,7,1,60.0,t,super_strict_30,0.34,7.,1070 Wien
7764,27818474,https://www.airbnb.com/rooms/27818474,Rudolfsheim-Fünfhaus,48.19533,16.33779,Hotel room,1,1.0,6.0,100.0,16,28,94.0,t,flexible,2.35,15.,1150 Wien
7765,27819260,https://www.airbnb.com/rooms/27819260,Rudolfsheim-Fünfhaus,48.193740000000005,16.336270000000003,Shared room,1,1.0,6.0,100.0,22,37,91.0,t,flexible,2.43,15.,1150 Wien
7766,27823263,https://www.airbnb.com/rooms/27823263,Leopoldstadt,48.21414,16.38675,Entire home/apt,2,1.0,1.0,70.0,0,2,100.0,f,moderate,0.14,2.,1020 Wien
7767,27841233,https://www.airbnb.com/rooms/27841233,Brigittenau,48.22745,16.36617,Entire home/apt,2,1.0,1.0,85.0,6,39,99.0,t,moderate,2.83,20.,1200 Wien
7768,27847338,https://www.airbnb.com/rooms/27847338,Hernals,48.21862,16.33001,Entire home/apt,6,2.0,2.0,90.0,7,77,98.0,t,strict_14_with_grace_period,5.13,17.,1170 Wien
7769,27849220,https://www.airbnb.com/rooms/27849220,Währing,48.22168,16.34123,Entire home/apt,4,1.0,1.0,35.0,2,2,100.0,f,strict_14_with_grace_period,0.18,18.,1180 Wien
7771,27852142,https://www.airbnb.com/rooms/27852142,Donaustadt,48.22271,16.47224,Private room,3,1.0,3.0,24.0,19,77,85.0,t,strict_14_with_grace_period,5.1,22.,1220 Wien
7774,27876798,https://www.airbnb.com/rooms/27876798,Margareten,48.18701,16.344829999999998,Entire home/apt,2,1.0,1.0,75.0,2,70,99.0,t,flexible,4.75,5.,1050 Wien
7775,27888378,https://www.airbnb.com/rooms/27888378,Mariahilf,48.19455,16.35083,Entire home/apt,2,1.0,1.0,50.0,0,13,100.0,f,strict_14_with_grace_period,0.92,6.,1060 Wien
7776,27888585,https://www.airbnb.com/rooms/27888585,Alsergrund,48.21795,16.35908,Entire home/apt,3,1.0,3.0,92.0,6,39,97.0,f,moderate,2.7,9.,1090 Wien
7777,27892863,https://www.airbnb.com/rooms/27892863,Floridsdorf,48.2946,16.41489,Entire home/apt,4,1.0,2.0,75.0,26,13,100.0,f,flexible,0.92,21.,1210 Wien
7780,27928502,https://www.airbnb.com/rooms/27928502,Alsergrund,48.22341,16.36306,Private room,2,1.0,1.0,59.0,23,32,93.0,f,flexible,2.26,9.,1090 Wien
7782,27934696,https://www.airbnb.com/rooms/27934696,Josefstadt,48.21433,16.3521,Private room,2,1.0,1.0,40.0,13,47,94.0,t,strict_14_with_grace_period,3.33,8.,1080 Wien
7783,27947912,https://www.airbnb.com/rooms/27947912,Währing,48.22169,16.3412,Entire home/apt,4,1.0,1.0,70.0,8,1,100.0,f,strict_14_with_grace_period,0.11,18.,1180 Wien
7785,27950734,https://www.airbnb.com/rooms/27950734,Leopoldstadt,48.21521,16.39005,Private room,2,1.0,1.0,30.0,0,49,96.0,t,moderate,3.25,2.,1020 Wien
7786,27953213,https://www.airbnb.com/rooms/27953213,Josefstadt,48.20851,16.351210000000002,Entire home/apt,2,1.0,1.0,80.0,0,9,97.0,t,moderate,0.59,8.,1080 Wien
7787,27960989,https://www.airbnb.com/rooms/27960989,Brigittenau,48.236779999999996,16.38101,Entire home/apt,4,1.0,2.0,43.0,8,18,96.0,f,moderate,1.2,20.,1200 Wien
7788,27969687,https://www.airbnb.com/rooms/27969687,Wieden,48.189659999999996,16.37285,Private room,2,1.0,1.0,35.0,0,12,100.0,t,flexible,0.81,4.,1040 Wien
7790,27993261,https://www.airbnb.com/rooms/27993261,Hietzing,48.16118,16.26086,Entire home/apt,4,2.0,2.0,50.0,8,62,98.0,f,moderate,4.79,13.,1130 Wien
7791,27994755,https://www.airbnb.com/rooms/27994755,Landstraße,48.1947,16.405720000000002,Entire home/apt,4,1.0,1.0,120.0,19,1,100.0,t,moderate,0.07,3.,1030 Wien
7793,28003601,https://www.airbnb.com/rooms/28003601,Hietzing,48.18833,16.29875,Entire home/apt,2,1.0,1.0,55.0,13,25,96.0,f,strict_14_with_grace_period,1.69,13.,1130 Wien
7794,28004202,https://www.airbnb.com/rooms/28004202,Innere Stadt,48.210409999999996,16.36947,Entire home/apt,2,1.0,1.0,155.0,11,15,96.0,t,flexible,1.17,1.,1010 Wien
7795,28004203,https://www.airbnb.com/rooms/28004203,Innere Stadt,48.21248,16.36918,Entire home/apt,2,1.0,1.0,130.0,9,30,91.0,t,flexible,2.15,1.,1010 Wien
7796,28004204,https://www.airbnb.com/rooms/28004204,Innere Stadt,48.211000000000006,16.36954,Entire home/apt,2,1.0,1.0,155.0,11,13,97.0,t,flexible,1.16,1.,1010 Wien
7797,28004223,https://www.airbnb.com/rooms/28004223,Innere Stadt,48.21049,16.36896,Entire home/apt,2,1.0,1.0,130.0,4,3,100.0,t,flexible,0.24,1.,1010 Wien
7798,28004224,https://www.airbnb.com/rooms/28004224,Innere Stadt,48.211090000000006,16.36937,Entire home/apt,2,1.0,1.0,120.0,9,9,87.0,t,flexible,0.67,1.,1010 Wien
7799,28009634,https://www.airbnb.com/rooms/28009634,Ottakring,48.21196,16.30919,Private room,2,1.0,1.0,59.0,15,36,99.0,t,moderate,2.41,16.,1160 Wien
7800,28019001,https://www.airbnb.com/rooms/28019001,Neubau,48.205709999999996,16.34049,Entire home/apt,5,2.0,2.0,65.0,0,33,88.0,t,moderate,2.24,7.,1070 Wien
7802,28019577,https://www.airbnb.com/rooms/28019577,Floridsdorf,48.25786,16.38862,Entire home/apt,3,2.0,3.0,75.0,27,6,100.0,f,flexible,0.42,21.,1210 Wien
7803,28025021,https://www.airbnb.com/rooms/28025021,Hernals,48.21671,16.33752,Entire home/apt,4,1.0,1.0,55.0,9,75,95.0,t,flexible,5.27,17.,1170 Wien
7806,28027171,https://www.airbnb.com/rooms/28027171,Wieden,48.19898,16.36799,Entire home/apt,2,1.0,1.0,56.0,5,124,92.0,t,strict_14_with_grace_period,8.49,4.,1040 Wien
7808,28028098,https://www.airbnb.com/rooms/28028098,Döbling,48.25387,16.35464,Entire home/apt,2,1.0,1.0,125.0,26,10,100.0,f,strict_14_with_grace_period,1.35,19.,1190 Wien
7810,28040371,https://www.airbnb.com/rooms/28040371,Hietzing,48.176390000000005,16.2814,Entire home/apt,5,2.0,5.0,130.0,16,47,98.0,t,strict_14_with_grace_period,3.28,13.,1130 Wien
7811,28041819,https://www.airbnb.com/rooms/28041819,Rudolfsheim-Fünfhaus,48.19597,16.32475,Entire home/apt,2,1.0,1.0,81.0,7,104,98.0,t,moderate,8.52,15.,1150 Wien
7812,28043028,https://www.airbnb.com/rooms/28043028,Meidling,48.1796,16.32426,Entire home/apt,8,2.0,4.0,140.0,11,13,98.0,t,moderate,0.97,12.,1120 Wien
7813,28050013,https://www.airbnb.com/rooms/28050013,Leopoldstadt,48.2214,16.389210000000002,Entire home/apt,2,1.0,1.0,65.0,10,20,100.0,t,strict_14_with_grace_period,1.36,2.,1020 Wien
7814,28051186,https://www.airbnb.com/rooms/28051186,Rudolfsheim-Fünfhaus,48.18441,16.332629999999998,Private room,4,1.0,2.0,40.0,9,24,98.0,t,moderate,1.6,15.,1150 Wien
7816,28062693,https://www.airbnb.com/rooms/28062693,Penzing,48.19115,16.30668,Private room,2,1.0,1.0,24.0,0,29,97.0,t,flexible,2.01,14.,1140 Wien
7817,28063098,https://www.airbnb.com/rooms/28063098,Penzing,48.19866,16.30678,Entire home/apt,4,1.0,1.0,45.0,0,5,80.0,f,moderate,0.34,14.,1140 Wien
7819,28067524,https://www.airbnb.com/rooms/28067524,Landstraße,48.20019,16.39837,Entire home/apt,6,2.0,2.0,90.0,19,32,96.0,t,moderate,2.26,3.,1030 Wien
7820,28068015,https://www.airbnb.com/rooms/28068015,Wieden,48.19764,16.3651,Entire home/apt,4,1.0,2.0,28.0,1,120,99.0,t,strict_14_with_grace_period,8.2,4.,1040 Wien
7821,28071719,https://www.airbnb.com/rooms/28071719,Margareten,48.185109999999995,16.35013,Entire home/apt,3,1.0,2.0,55.0,14,125,98.0,f,strict_14_with_grace_period,8.41,5.,1050 Wien
7822,28080208,https://www.airbnb.com/rooms/28080208,Alsergrund,48.230579999999996,16.35205,Private room,2,1.0,1.0,30.0,0,6,100.0,f,flexible,0.41,9.,1090 Wien
7823,28088202,https://www.airbnb.com/rooms/28088202,Mariahilf,48.191159999999996,16.34157,Entire home/apt,4,1.0,1.0,51.0,2,80,95.0,t,moderate,6.32,6.,1060 Wien
